object_category,pair_ix,split,FirstRoundCardIndex,Round1,Round2,Round3,Round4
dogs,36,train,Card1,"brown and black, standing up straight in erect fashion, tip of tail is black, tip of nose is also black, blackish brownish ears, drooping down, not standing up","brownish yellowish blackish all mixed into one, greenish yellowish background, hindlegs are yellow, nose is black, ears are drooping down, all completely erect, everything is facing towards one direction, standing up on all fours","black nose, black tail, completely facing one way, just uniform, standing up on all fours, stomach and back are completely black, legs are brown, paws are yellowy",[Missing Data]
dogs,36,train,Card2,"little bit fluffy, brown in color, but it's got a few shadows on it so it looks black, small, body is facing one way, and he is looking back the other way, he's got all four paws on ground, ears are drooping down, like an upside down ""U"", no tail","fluffy, standing up on all fours, looks like his body is facing directly you, but his head is turned to left, golden legs, background is yellowy","little bit fluffy, body facing directly you, chest facing you directly, head facing to left",[Missing Data]
dogs,36,train,Card3,"leather collar, sitting down, but his two front paws are standing up so they're erect, tail which is same color as he is looks like leathery color, body facing one way, head facing the other","leather collar, clip at end of collar, looking one way, body's facing the other, hind is sitting down, tail is long","leathery collar, body facing one way, head facing 180 degrees behind him, leathery color",[Missing Data]
dogs,36,train,Card4,"really short, longish, like poodle, black, no tail, looks combed, diagonal, brownish black, darkish brown, no background color, pretty much cut out, greenish grayish background color, no collar, droopy ears, standing up erect","longish, really small, hotdog",hotdog,[Missing Data]
dogs,36,train,Card5,"fluffiest one of them all, little coin collar, poodle","coin collar, goldish coin, really fluffy",coin collar,[Missing Data]
dogs,36,train,Card6,"Doberman, standing up on all fours, ears are perked up real high, completely black except for feet and top of lips","Doberman, body facing one direction, head facing 30 degrees to the right, standing up on fours, completely erect, ears are up, brownish top lip, no tail, completely black except for paws, shiny black","Doberman, shiny black color, top lip brown",[Missing Data]
dogs,36,train,Card7,"Female golden retriever, goldish brown, ears are down, no tail, greenish grass background, brownish gold","golden retriever, all hairy, a little bit diagonal, if you draw a line from its legs to its nose it looks like it's going up in a diagonal like in a slope, no tail, ears are golden and really hairy",golden retriever that's diagonal,Diagonal dog
dogs,36,train,Card8,"really muscular, the most muscular after the Doberman retriever, ears are standing up, silvery chain around his neck, brown mouth and nose, eyes are black, rest of body is yellowish brown, nose and mouth are black, Beethoven","chain, pointed ears, diagonal, almost standing up, moving forward, yellowish goldish color","Beethoven dog, silvery chain, diagonal a little bit, legs are not under his butt",Beethoven dog with silvery chain tied around neck
dogs,36,train,Card9,"husky, malamute, Alaskan, white and black, cute","malamute, Alaskan husky, white and black, grayish white, tongue hanging out","Alaskan husky, grayish black",Alaskan husky
dogs,36,train,Card10,"Toto, black, tail up, erect","halfway fuzzy, Scottish terrier, all looking one way, tail is at same level as his ears if you look at it horizont- ally, Toto, sitting in grass, mustache hanging down","beardy mustache, little Toto dog, tail pointing upwards","bearded mustache, Toto"
dogs,14,train,Card1,"bloodhound, brown legs, black in middle","bloodhound, black, gray legs","brown legs, black","brown legs, black on stomach"
dogs,14,train,Card2,"brown, looking towards back or side",looking back again,looking towards back,looking to side
dogs,14,train,Card3,"sitting, looking back, really light brown","gray, sitting again, on green grass, looking back or to side","light brown, looking back","light brown, looking to side"
dogs,14,train,Card4,"black, standing, looking forward, you see it from top",black,"black, viewed from top, picture's taken from top","black, little, long, taken from top"
dogs,14,train,Card5,poodle,poodle,poodle,poodle
dogs,14,train,Card6,Doberman,Doberman,Doberman,Doberman
dogs,14,train,Card7,"cocker spaniel, brown",cocker spaniel,cocker spaniel,cocker spaniel
dogs,14,train,Card8,"bulldog, boxer",boxer,boxer,boxer
dogs,14,train,Card9,"white, gray, Siberian husky",white,husky,husky
dogs,14,train,Card10,"black, little mustache","black, you're seeing it from side","from side view, looking straight, picture from side, looking straight forward, black","black again, picture's taken from side view"
dogs,40,train,Card1,"tail that's going down, you could see its tail",that famous dog we couldn't figure out last time,dog on the very right in the middle,side view dog that has the tail down
dogs,40,train,Card2,little,looking off to side,dog on very left in middle,dog that was next to it on right
dogs,40,train,Card3,dog that was next to it on right,"sitting down, looking off to side, wiener",dog second left from middle,second from left on bottom
dogs,40,train,Card4,"on top, middle one",little black,little,hotdog
dogs,40,train,Card5,little pullover thing,poodle,the one on the left,little black Schnauzer
dogs,40,train,Card6,Doberman,black Doberman,Doberman,Doberman
dogs,40,train,Card7,"resembles Great Dane, curly hair underneath stomach",dog from second left on middle,second from right in middle,dog that's peering off to side
dogs,40,train,Card8,Great Dane,Great Dane,Great Dane,Great Dane
dogs,40,train,Card9,top right,top one,white,white Husky
dogs,40,train,Card10,"Schnauzer, black",black Schnauzer,black Schnauzer,Schnauzer
dogs,22,test,Card1,"facing sideways, tail showing, orange brown, black inner, shadow's black, on its back, tongue sticking out, tail going down, both legs orange, totally to side, left side","tongue sticking out, black shadow on top but orange, facing to left","tongue sticking out, black shadow, orange back, orange legs",tongue sticking out
dogs,22,test,Card2,"body towards front right, face towards left, face turning, orange, black shadow going through, not with green background, doesn't have leash, form field","body towards right, head towards left, orange in back","orange background, head turned","golden background, head turned"
dogs,22,test,Card3,"same position as other dog, but green background, leash","leash, body towards right, head towards left, in grass","body towards right, head towards left, leash, green background","leash, head turned, green background"
dogs,22,test,Card4,"brown, facing to right, doesn't have leash, very small, don't know if it's poodle, long nose, long ears, big","poodle, droopy ears, long nose, long ears","long nose, black",long nose
dogs,22,test,Card5,"poodle, golden necklace, circle","golden necklace, leash, circle",circle,circle
dogs,22,test,Card6,"Labrador, very tall, black, facing to left","Labrador, very tall, black, facing to left","black, tall","black, tall"
dogs,22,test,Card7,"facing towards left, Lassie, very hairy, brownish","Lassie, facing towards left, hair","hairy, facing to left, Lassie",Lassie
dogs,22,test,Card8,"bulldog, with chain, facing towards left, chain around neck","bulldog, with chain","bulldog, with chain","bulldog, with leash"
dogs,22,test,Card9,"wolf, snow","snow, fox","fox, snow, wolf",snow fox
dogs,22,test,Card10,"mustache, facing towards left, black, tiny, in grass","wooshy, mustache, tail sticking up",mustache,mustache
dogs,20,test,Card1,"standing up very straight, black, legs brown, tail's got a little black, black all through his torso pretty much, basset hound","large basset hound, the first one we did, black, brown legs, tail down, got a little black, looking to left","basset hound, big guy",big basset hound
dogs,20,test,Card2,"standing, two front legs straight down, head turned to side, sticking out to side, looking down slope of back leg",looks like he's looking down his leg,"guy looking down his leg, schnauzer","schnauzer, looking down his leg"
dogs,20,test,Card3,"seated position, sitting, head turned","sitting, brown, looking behind him",sitting,"sitting, turned to back"
dogs,20,test,Card4,"very stout little, black, very short, little curly, long body, turned, looking towards right, little old weiner dog",weiner dog,weiner dog,weiner
dogs,20,test,Card5,"looking towards left, poodle",black poodle,poodle,poodle
dogs,20,test,Card6,Doberman pinscher,Doberman,Doberman,Doberman
dogs,20,test,Card7,"cocker spaniel, long ears",cocker spaniel,cocker spaniel,cocker spaniel
dogs,20,test,Card8,"pug, miniature boxer, legs are down far, looks like he's standing on something, but they cut it out, really pushed in face","pushed in, legs all the way down, pug","pushed in face, pug",pug
dogs,20,test,Card9,"sled dog, husky, white, looks like German shepherd","sled dog, husky","husky, sled dog",sled dog
dogs,20,test,Card10,"Yorkie, tail straight up, English dog",bearded English dog,English bearded dog,bearded English
dogs,26,train,Card1,"on bottom row, second to your left",black and golden,"big, black and brown","big, brown and black"
dogs,26,train,Card2,"sheep dog, scraggly hair, light color, golden","scruffy, golden","scruffy, golden","scruffy, golden"
dogs,26,train,Card3,"golden lab, sitting down","golden lab, sitting down",golden lab,lab
dogs,26,train,Card4,wiener dog,wiener dog,wiener dog,wiener dog
dogs,26,train,Card5,black poodle,black poodle,black poodle,black poodle
dogs,26,train,Card6,Doberman pinscher,Doberman pinscher,Doberman,Doberman
dogs,26,train,Card7,"golden colored, with really long ears, floppy ears","floppy eared, golden","golden, floppy eared",floppy ear
dogs,26,train,Card8,[Missing Data],boxer,boxer,boxer
dogs,26,train,Card9,"husky, white",husky,husky,husky
dogs,26,train,Card10,looks like Toto from Wizard of Oz,Toto,Toto,Toto
dogs,19,train,Card1,"on all fours, orangey type color, back legs, bottom look yellow, standing up straight, looking to left, middle part black","front part looks orange, middle part is black, back legs look yellow, standing",black middle part,"black coloring in middle, orange front"
dogs,19,train,Card2,"legs look really yellow, looking to left, standing up, top part looks orangey with a hint of yellow, bottom very yellow, not standing","looking to left, looks pretty yellow, bottom part especially yellow, body's facing towards right","body directed towards right, looking to left, yellowish color","yellowish, body pointed diagonally to right, head looking to left"
dogs,19,train,Card3,"body facing towards right, head looking to left, light brown color, edging around is green","body oriented towards right, head pointing to left, yellowish color, wearing collar","body oriented towards right, head looking to left","body facing right, head looking left"
dogs,19,train,Card4,"totally black, facing towards right, body","totally black, diagonal toward right","totally black, diagonal towards right","totally black, body diagonally oriented to right"
dogs,19,train,Card5,black poodle,black poodle wearing collar,black poodle wearing collar,"black poodle, wearing collar"
dogs,19,train,Card6,"totally black, standing up straight, looking to left","black, looking towards left, standing up real straight","standing straight up, black, looking straight to left","standing straight up, totally black, looking to left"
dogs,19,train,Card7,"facing to left, brown, blondish towards ears, long ears","brownish, blondish color, looking to left, long ears","brownish colored, long ears, looking to left, back leg stretched out diagonal, floppy ears","back leg stretched out, long, floppy ears, brownish color"
dogs,19,train,Card8,"looking to left, orangey yellow, back leg stretched out towards back","orangish yellow colored, back leg outstretched to back",back leg stretched out to back,"orangey yellow color, back leg stretched out"
dogs,19,train,Card9,"black and white, tongue sticking out","black and white, tongue sticking out","black and white, tongue sticking out, looking to left","black and white, tongue sticking out"
dogs,19,train,Card10,"totally black, looking to left, tail straight up","totally black, looking to left, tail pointing straight up","black, tail pointing straight up looking to left","totally black, tail pointing straight up looking to left"
dogs,27,train,Card1,"tan and black, facing to left","black on belly, but legs are brown, black nose","black stomach, tan legs",black stomach
dogs,27,train,Card2,"tan and black, in a weird position, looking over shoulder","weird position, looking over shoulder, terrier",terrier,terrier
dogs,27,train,Card3,"tan, looking to left, floppy ears","tan, looking over shoulder to left, floppy ears","looking over shoulder to the left, tan, floppy ears",floppy ears
dogs,27,train,Card4,"dark brown, facing to right, hotdog",hotdog,hotdog,"hotdog, facing to left"
dogs,27,train,Card5,black poodle,black poodle,poodle,poodle
dogs,27,train,Card6,"Doberman, facing to left",Doberman,Doberman,Doberman
dogs,27,train,Card7,"golden retriever, facing to left",golden retriever,golden retriever,golden retriever
dogs,27,train,Card8,"black snout, but it's tan, the rest of it","black snout, tan",black nose,black nose and tan body
dogs,27,train,Card9,"looks like a wolf, white and black",wolf looking,wolf looking,wolf
dogs,27,train,Card10,"small, black with long hair","little, black with hair down to floor",black with hair down to floor,black with hair down to floor
dogs,23,test,Card1,"standing upright, patch of black around stomach and back area, legs are more a camel color, orangish color, yellowish color towards tail, black tip on tail","black patch, first dog we looked at","first dog we ever looked at, black patch on stomach","first dog we looked at, black patch"
dogs,23,test,Card2,"furry, turning towards his butt, white legs, patch of black on his butt, looking at his tail, standing, black outline, yellow on bottom","looks like he's biting his butt, yellow outline at bottom, black on top","yellow bottom, black top","looks like he's biting his butt, yellow on bottom, black on top"
dogs,23,test,Card3,"sitting down, brown collar, surrounded by green, looking back at his tail","looking at his tail, sitting down, green outline","sitting down, looking towards, green outline","green outline, looks at his tail"
dogs,23,test,Card4,"really short, weiner","short, weiner",weiner,weiner
dogs,23,test,Card5,"poodle, all black, shiny collar thing, circular, silver color","poodle, black, circular thing on collar",circle thing on collar,poodle with circle thing on collar
dogs,23,test,Card6,"Doberman, shiny black, outlined in green","Doberman, shiny all over, black","Doberman, shiny all over, black","shiny black, Doberman"
dogs,23,test,Card7,"cocker spaniel, longish hair, looking up, grass around, ears are droopy, not high, brown fur, greenish background","brown hair, ears droop, cocker spaniel","cocker spaniel, tan color, droopy ears, curly hair, wavy, looks like human hair, small","cocker spaniel, looks like he has human hair"
dogs,23,test,Card8,"bulldog, legs look like he's digging into ground, puppy, sad face","sad puppy face, legs are digging into ground behind him, bulldog",bulldog,bulldog
dogs,23,test,Card9,"wolf dog, white tail",wolf,wolf,wolf
dogs,23,test,Card10,"short, beard, tail pointing up, all black","""the one that gave us trouble before"", beard, curly hair, black, ears pointing upwards, ""he was number ten""","""the one with the ears"", tail sticking up, black, short","little, furry, black, ears point up, tail points up"
dogs,37,test,Card1,"brown and black, long tail, facing left, short nose","short nose, black and brown, more black at top, in middle","first one on the first, second on the second, a lot of black, in middle","first on the first, second on the second , with black"
dogs,37,test,Card2,"facin' us but he is lookin' to right, curly hair, brown, twist up","hanging off stomach, a lotta hair all over, red brown, brown, a lot of yellow on bottom, long ears","a lot of yellow at bottom, head is turned","yellow background, lookin' to side, curly hair"
dogs,37,test,Card3,"brown, collar, big ears, squattin' down, tail is on floor","long tail, layin' on ground, brown, with collar, looks like he's chained to something, head is turned, big ears","tail laying on ground, brown","tail laying on ground, looking to side"
dogs,37,test,Card4,"long, hotdog, black or brown, big nose, looks alert, hind legs are back, straight back","black, curly hair, hotdog","hotdog, brown, long nose, big ears, looks like he doesn't even have legs, legs are really short","short, hotdog, short legs"
dogs,37,test,Card5,"curly hair, collar, with dog tag, black","black, curly hair, dog tag, with circular metal","black, with curly hair, with medal, with dog tag","black, curly hair, round dog tag"
dogs,37,test,Card6,"Doberman pinscher, black, looks greasy, brown feet","pinscher, looks greasy","black, Doberman, greasy","Doberman pinscher, black, looks like there's grease on 'im"
dogs,37,test,Card7,"long hair on belly, brown, big ears, long ears, pointin'","long ears, brown, lot of hair on belly","hairy belly, long ears, looks like somebody's itchin' it behind ears, head stickin' up, brown","long ears, hairy belly, brown"
dogs,37,test,Card8,"boxer, short nose, brown, pointy ears, back legs are lower than front legs, black collar on it with studs, black nose, hair is not curly","boxer, black nose, pointy ears, brown , lower than the front legs, legs are stickin' out the back","brown, black snout, ears stickin' up, short tail","brown, short nose, small tail, ears stickin' up, short tail"
dogs,37,test,Card9,"husky, white and black, tongue sticking out","Akita, black and white, tongue sticking out","black and white, tongue stickin' out, looks like a wolf, white and brown","black and white, tail sticking out"
dogs,37,test,Card10,"tail's sticking up, blackish brown, looks like it's got a beard on chin, back tail is curved","beard on chin, tail sticking up and back, ears are sticking up, small, a lotta hair","tail sticking up, beard, little short","hairy chin, tail stickin' up, short"
dogs,25,train,Card1,"facing to left, golden colored, black area in middle, long ears","very short, middle area is very black, legs are golden, very short black nose , very long ears, long tail, looking to left","brown patch in center, body and head are both looking nine o'clock","body has black area, black patch in middle of body"
dogs,25,train,Card2,"left leg is ready to pounce on somebody, it's not facing all the way to left, it's facing more eight o'clock, has much shorter ears, it's golden, only his head is facing eight o' clock, everything else is facing out","it's looking something between eight and nine o'clock, its hind legs look like it's gonna go somewhere, it's orange, gold colored, middle area is black","golden colored, very short ears, hind legs are on left side, looks like it's about ready to run to something","golden, short neck, very small ears, hind legs are higher than rest of body, looks like it's about to go somewhere, hind legs are on left side of body"
dogs,25,train,Card3,"with longer ears, has more of a yellowish color, very light golden, facing to left, it's sitting down, has little belt on neck","long dark ears, looking to left, sitting on grass, body's faced towards four o'clock but head is towards nine o'clock, body's golden, collar is on neck","golden, ears a little bit darker than rest of body, body's looking five, head is looking eight, nose is black, has collar on neck, body's on ground but rest of body's up, medium sized tail that's on ground, tail's on bottom on left side","has collar on neck, body's facing five, head is facing seven or eight, golden colored, tail on bottom left, on grass"
dogs,25,train,Card4,"very small, facing four or five o'clock, black colored","looking toward five o'clock, very small , black","petite, body and head both at five o'clock","black, small, facing five o'clock"
dogs,25,train,Card5,"shaggy looking, black, very petite, facing seven o'clock but just the head, body's facing five o'clock","small, looks like it has hairdo, long ears, left and right, black, has little golden circular chain attached to neck, looking at eight o'clock","head: seven o'clock, body: five o'clock, black, small, circular chain","small, circular chain on neck"
dogs,25,train,Card6,"looks like Doberman, facing to left, black colored, little orange streak on nose","black dog, with orange streak near nose, very thin legs, looking to left","black, thin legs, body and head both looking to left","Doberman, black, with thin legs"
dogs,25,train,Card7,"looks like it's lying down on floor, it's also golden, ears are a lot lighter than rest of body, facing to left","looks like it's lying down, ears are lighter than rest of body, looks like it's on grass","lying in grass, golden, light colored ears","lying on grass, ears are lighter than rest of body, facing to left"
dogs,25,train,Card8,"facing to left, nose area and mouth is black, very short ears, looks like it's about to run, ears are sticking up","looking to left, black nose, golden colored, ready to pounce, very short ears, hind legs ready to run towards something, body and everything are aligned, very short tail","short ears, ready to pounce, black nose and mouth, golden","looks like bulldog, ready to go all the way to left, golden, black nose, like it's running"
dogs,25,train,Card9,"white colored, looks like wolf, facing seven o' clock",looks like wolf,wolf,wolf
dogs,25,train,Card10,"looks like very old dog, sitting down, black, looking to left, very short ears","shaggy, it looks old, short ears, medium sized tail, looking to left, body and face both, on grass","small, black body and head both nine o' clock, medium sized tail, sitting down on grass","small black, looks old, medium tail, on grass, whole body's facing nine o' clock"
dogs,21,test,Card1,"standing really upright position, black stomach, golden face, golden legs, tip of tail is black, looks like Rottweiler but it's not, facing to left, ears are down, nose is black, right above eyes is black, gold and yellow on out and everywhere else","first dog you had, floppy ears, black tail, ears are down, standing straight to left, end of tail is black","black tail, ears down, black body","black nose, black tail"
dogs,21,test,Card2,"very furry, British looking, yellow, back leg facing out from rest of body","right back leg facing out, head down",dog that has a leg problem,dog with the leg problem
dogs,21,test,Card3,"very scary looking, looking to left, brown leash around neck","head facing to left, sitting down, leash","sitting down, facing to left, leash","leash, sitting down"
dogs,21,test,Card4,"small Chihuahua looking thing, hotdog, black",hotdog,hotdog,hotdog
dogs,21,test,Card5,black poodle with golden thing,poodle with golden coin,poodle with ring on neck,poodle with ring
dogs,21,test,Card6,"one of those Dobermans, scary","Doberman, garage keeping dogs",scary looking Doberman,Doberman
dogs,21,test,Card7,"looks like golden retriever but in poodle version, stretching its neck out, up, very furry, brown, very small, ears are down, very long, facing to left, face sticking up, smelling something, no tail, can't see tail","golden retriever with face smelling, no tongue, ears are down, nose is up, body extending towards head, stretching its neck out",golden retriever we're having problems with,golden retriever
dogs,21,test,Card8,"standing in very ready to attack position, black nose, rest of dog is yellow or brown, ears pointing up, no tail, very small tail, very muscular","black nose, ears upright, very muscular looking, all yellow, standing facing to left","boxer, black nose, very muscular, built body","boxer, built body"
dogs,21,test,Card9,"Siberian husky, wolf","Siberian husky, looks like a wolf",Siberian husky,Siberian husky
dogs,21,test,Card10,"some type of terrier, big mustaches, black, very small, tail pointing upright, Yorkie, tail is straight up","last one we had, Yorkie, tail upright",Yorkie with big mustaches,Yorkie with mustache
dogs,31,train,Card1,"orangish brown, standing to side, black on back, looking to left, you could see one ear, standing up on all fours, complete profile, short hair","dog standing up, looking to same direction as boxer was, orange shiny coat with black, black saddle on back","golden brown with black saddle looking on back, that marking",black saddle thing on back marking
dogs,31,train,Card2,"Scottish, fuzzy nose, very short ears, standing to front but looking to side","standing up, looking to side, very short ears, billy goat gruff on chin","with gold coat, standing up, with billy goat gruff chin","golden, standing up on all four, with short ears and scruffy chin"
dogs,31,train,Card3,"very very very short hair, small, beigish color , sitting on hind legs","beagle, sitting down on hind legs, looking to side","beagle, light brown, looking to side, sitting on hind legs, sitting down","beagle with brownish coat, sitting down on back legs"
dogs,31,train,Card4,"really really tiny, very dark, fuzzy looking coat, long nose, very short ears, shorter hair","really really short, small, black","little, black, tiny","really really small, black"
dogs,31,train,Card5,poodle with black hair,black poodle,poodle,black poodle
dogs,31,train,Card6,"very skinny, Doberman pinscher, shiny black coat","Doberman pinscher, shiny black coat , standing up, skinny, pointy ears",Doberman pinscher with black silky coat,Doberman pinscher with black silky coat
dogs,31,train,Card7,"cocker spaniel, light brown coat, furry ears","cocker spaniel, long curly-ish hair","cocker spaniel, looking to side, with long goldish coat, shorter","cocker spaniel with gold coat, standing up"
dogs,31,train,Card8,boxer,boxer,boxer,boxer
dogs,31,train,Card9,"white, wolf","white, wolf",white wolf,white wolf
dogs,31,train,Card10,"very short, long hair, black, pointy ears","Scottie, very long hair, pointy tail, pointy ears","Scottie, black with long hair, pointy tail up","short, black, with pointed tail up, pointy ears"
dogs,28,train,Card1,"facing left, brown in middle, sandy color on outside","first one we had problem with before, brown in middle",the one we had problem first time,"the one we had problems with in beginning, with brown in middle"
dogs,28,train,Card2,the one you just picked up,"light curly hair, tall, weird looking","ugly, curly hair","ugly, curly haired"
dogs,28,train,Card3,"sitting down, got a collar on",sitting down,"yellow Lab, got a collar on 'm",yellow Lab
dogs,28,train,Card4,really ugly,black,"similar to the first one, but he's facing the other way",right where your hand is
dogs,28,train,Card5,the one you had up before,"same color as last one but he's standing up, facing towards you, curlier hair","blackish color with curly hair, got a collar on with circle on it","black curly hair, looking at you"
dogs,28,train,Card6,really tall and weird looking,"tall, gangly",really tall,"really ugly, tall"
dogs,28,train,Card7,"brown color, like a Lassie dog, curlyish hair","curly hair, brownish color, light brown, grass in picture, small and skinny","Lassie type, facing towards your left, brown",Lassie
dogs,28,train,Card8,boxer,"boxer type, facing towards left",boxer,boxer
dogs,28,train,Card9,husky,husky,husky,husky
dogs,28,train,Card10,"brown, short, got grass all over the bottom of 'm","brown in grass, darker brown, almost black","facing towards your left, curly hair, dark color","facing towards your left, curly hair, really short, small, blackish colored"
dogs,43,test,Card1,"black right in middle, oval, two front legs are orange, back ones are yellowish, right on corner of tail it has black, tip of tail, facing left, has poise","black belly, standing tall, looking left, has tip of black on tail, bit of black on mouth, orangey, first front legs are orange, back one has yellow","standing up, black on belly, front two legs are orange",black belly with two front feet
dogs,43,test,Card2,"looking left, small ears, bottom part to where legs are it's yellowish, background legs are a bit yellowish orangey, belly has bit of black on it, background to the head and half the body is black and then from half bottom background is yellow, standing lookin' at something, one of the legs is outward, head is tilted, not looking directly left, you can see its lips form, its lips are black","half black background, half yellow background on bottom","background is half black, half yellow","background is half black top, half yellow on bottom"
dogs,43,test,Card3,"background is green, sitting down, short little legs with a bit of long tail, facing left, but only his head, body is facing right, tail is on floor, has collar","sitting down, body towards right, but face looking left, sitting on grass, background's green, tail on floor, long tail, has collar","green background, sitting down on grass, long tail on grass, body towards right, head facing left","sitting down on grass, long tail, has collar, looking left but body is towards right"
dogs,43,test,Card4,"small, black, facing right, long mouth, short",short with long mouth,"small, black, short, long mouth","short, longish, with little feet and big mouth"
dogs,43,test,Card5,"a bit taller, has collar with medallion on it, black, curly hair, head's facing left, background is yellowish","black, curly hair, has medallion on collar","black curly hair, has collar with medallion","black, short with collar that has medallion"
dogs,43,test,Card6,"tall, black, a bit of brown on mouth and feet, facing left","standing tall, black, bit of brown on mouth and on tip of feet","all black, a bit of brown on mouth and on tips of feet",all black with a bit of brown on mouth and on tip of feet
dogs,43,test,Card7,"facing left, standing up, but in a way about to sit down, brown, belly has darker brown hair, ears and legs are a bit lighter, a bit of a long ear, hairy, long hair, legs are orange color, floppy, one of its ear you can't see other side","long hair, darker brown hair in middle, facing left, standing, floppy ears","long hair, facing left, floppy ears, darkish brown in belly, light around feet","long hair looking left, floppy ears"
dogs,43,test,Card8,"standing tall, black mouth with black surrounding eyes, small ears that are sticking up, chain collar, orange brownish, background is yellow","standing tall, black mouth with dark black surrounding around his eyes, small ears sticking up, chain collar, brownish orange, yellow background","standing tall, black mouth, with black around surrounding its eyes, ears stickin' up, chain collar","standing up tall, black mouth, black surrounding in eyes, ears stickin' up, chain collar"
dogs,43,test,Card9,"white with black surrounding, tongue sticking out","tongue sticking out, white, black","tongue sticking out, white, facing left, a little black","tongue sticking out, white hair with a bit of blackish, standing up"
dogs,43,test,Card10,"small, black, ugly, short tail that's sticking up, background, green, Toto from Wizard of Oz",Toto,Toto,Toto
dogs,34,test,Card1,"middle of dog is black, facing to your left, has little black tail, half is black","black in middle, legs look yellow and orange","looking to left, with black middle, black tail",with black middle and black little tail
dogs,34,test,Card2,"dog facing to your right, head turned to your left, yellow (grass)","turned to right, but looking back","looking to your right, turned back to your left, has yellowish background","with yellowish background, turned to left"
dogs,34,test,Card3,"green all around, brown, green outline","turned to right, but looking back to left","looking to your right, but turned back to left in grass",sitting in grass with head turned to your left
dogs,34,test,Card4,"little, wiener, black, no background, short, brown","by itself, little, short, black, brown","little, black, brownish, with no back- ground, short","black, brownish, little, short"
dogs,34,test,Card5,"black, furry, has collar around neck, circle color","has collar, collar with circle on it, name tag","has collar around it, black","with circle collar, with name tag"
dogs,34,test,Card6,"dog that Snoop Dog has in his video, skinny ,black","black, skinny, in Snoop video","black, skinny","skinny, black"
dogs,34,test,Card7,"golden retriever, gold, has long ears, facing upwards to the left, laying on grass or something","laying on grass, with long ear on side","sitting in grass, with long ear, looks like it's lyin' down",sitting in grass with long ear on side
dogs,34,test,Card8,"black nose, mean, both of the ears are sticking up, it's running","has both of his ears standing up, black nose, around the eyes, looks like it's running",looks like it's running,"the running dog, looks like it's running"
dogs,34,test,Card9,"the only white dog, with a grayish--.",white,white,white
dogs,34,test,Card10,"old lookin', sittin' in grass","old lookin', sittin' in grass","old lookin', sittin' in grass","old, sittin' on grass"
dogs,24,test,Card1,"yellow, big black spot on center, long ears, wide snout, Labrador, face looks orange and yellow, black spot in middle on nose, eyebrow black, his eyes are dark, tail is yellow on top, black towards end, tail pointed down",largest spot,huge spot on torso,"big, yellow, black spot on belly"
dogs,24,test,Card2,"curly hair, short ears, terrier, yellow, probably white, traces of white or light color in center","short haired, really curly hair, all white, black spot on his stomach","white, tall, poodle-ish, but not so fro-ey","poodle, with his hair cut off, short hair, curly, white"
dogs,24,test,Card3,"short-haired, ears are darker color than his body, tail's long foir the size of him, wearing collar, sitting","beagle face, all yellow, wearing collar, thicker collar, compared to the other dogs, yellow body, black ears, retriever face, skinny, medium sized, sitting, looking towards side, body facing right, he's turning towards left","body is facing right, face is facing left, looking towards something","Labrador, short hair, thick brown chain around neck"
dogs,24,test,Card4,"all black, short, very short legs, hair is short, not as curly as the other dog that's on the list, not a poodle, dachshund, long torso, long snout","really short, little, black thing, short hair","very short haired, looks like curly hair, all black, ""very short feet like a basset hound almost, but he's not"", short, longer snout, long body","really short, basset hounds, black"
dogs,24,test,Card5,"black poodle, collar, big round charm",black poodle with little charm,"poodle with charm, looking to left, black","poodle, black, with little charm around his neck"
dogs,24,test,Card6,"very short hair, all black except for his snout, which is part light brown, mean, very shiny coat","all black, except for a little stripe of yellow on his cheek, yellow paws, shiny coat, short fur","very skinny, very shiny coat, all black except for yellow stripe on his face","black, really shiny coat, stripe of gold on face"
dogs,24,test,Card7,"long haired, pretty, darker around his torso, lighter around his legs, ears are the lightest part, tan colored, hair almost touching ground, on grass, brown up on top, pointing at something, nose, reaching up","really long haired, retriever face, pointing with his nose","long haired, pointing to sky with his nose","really long hair, almost touching ground, maybe golden retriever, brown, face lighter than his body, pointing to sky, his nose, really long ears"
dogs,24,test,Card8,"bulldog, pointy ears, yellow body, black snout that's short compared to the other dogs, big eyes, short tail, chain collar","bulldog, all yellow body, black snout, pointy ears, collar","very short hair, all yellow body, black snout, short snout, really pointy ears, short tail, male dog, little chain collar, ""he's skinnier than the other dogs that are all yellow"", almost running","skinny, looks like he's running, short chain collar, short, stumpy tail, black face"
dogs,24,test,Card9,"husky, black and white, sticking tongue out","husky, black and white, really different looking than the other dogs","husky, black and white, tongue hanging out",black and white husky
dogs,24,test,Card10,"hair drapes all the way from his body to ground, very small, short tail, pointy ears, black","terrier, all black, longest haired dog, short little thing, little stumpy tail, hair reaches ground, very hairy,""like a big mop""",short little stumpy dog with moppy hair,"""really short, stumpy, little, long haired black dog that we've seen before"", pointy tail, moppy"
dogs,18,train,Card1,"mainly black on stomach, mid-part of body is black in color, brown legs",mid part of body is black,mid part of body is black,black in mid part of body
dogs,18,train,Card2,face is facing left side,"posing in left position, short ears, yellowish, facing left side","posing in left position, yellowish, brown","facing left position, short ears, yellowish brown"
dogs,18,train,Card3,"resembles Labrador retriever, tail elongated, posing in left position, face is facing left side, yellowish beige, collar, thin","resembles Labrador retriever, facing left side",Labrador retriever,Labrador retriever
